order_id,product_id,customer_id,order_date,quantity,unit_price,total_amount,order_status,payment_method,source_system,dq_flag,dw_created_date,dw_modified_date,dw_created_by,dw_modified_by,run_id,batch_id
593b0e0c-3c96-484d-9bb8-e198912b506a,48625cd6-9257-4487-869a-081858b0b372,ddba74f0-3306-4c08-a52c-b35192e63925,2021-05-19 03:36:25,3,3382.06,10146.18,cancelled,net_banking,flipkart_app,valid,2021-05-19 03:36:25,2021-05-19 03:36:25,etl_service,etl_service,cab7851a-1c88-4e1f-99a6-c0ba58fddf2d,BATCH_3440
6f1f5f73-eda6-4d8d-8a8f-b14898f289e5,dc49e186-0fe9-4d16-9db2-f09ad05d9390,012f23e0-36a3-4e69-bee0-d38486c309b4,2022-03-28 09:57:04,1,25580.91,25580.91,delivered,credit_card,flipkart_web,valid,2022-03-28 09:57:04,2022-03-28 09:57:04,etl_service,etl_service,9defde22-ed4b-45ef-9dad-4231ff5e9156,BATCH_2982
67151e4d-3b79-4a21-9956-61b740708fdf,32305d1d-27ff-430a-b1a3-ce761111c344,e7fd7da1-46ab-4d1f-8f84-44c7a14e6004,2026-02-04 21:16:48,2,3157.77,6315.54,placed,upi,flipkart_web,valid,2026-02-04 21:16:48,2026-02-04 21:16:48,etl_service,etl_service,50230400-d565-40f8-945a-5316064cf21f,BATCH_5052
3268a25e-4c3f-437d-a8c0-5bc95015735a,c54cf89a-3002-4c82-89b1-c55bf9f8b041,928d3acd-ae29-417f-a63f-0e31827f0fc2,2019-05-26 08:34:31,1,729.67,729.67,delivered,credit_card,flipkart_app,duplicate,2019-05-26 08:34:31,2019-05-26 08:34:31,etl_service,etl_service,9265a4c9-5ca3-44e1-934a-f11138d59790,BATCH_7401
126906f3-5392-46ad-b884-f623bfdadd2e,00c3a79f-d3a2-465f-9c87-685dce40412b,928d3acd-ae29-417f-a63f-0e31827f0fc2,2023-06-20 07:26:24,2,53577.76,107155.52,shipped,credit_card,flipkart_app,valid,2023-06-20 07:26:24,2023-06-20 07:26:24,etl_service,etl_service,42332007-cb51-41bc-891f-c909151c5616,BATCH_8156
ffcd8cd8-d4d3-4780-95b7-1f452d4e65eb,44dfdba5-effe-444a-bb84-f8f2e685f12f,a520b1d3-dafe-4ea1-85ae-cfcf55118d2a,2024-07-20 13:07:41,1,30121.04,30121.04,returned,wallet,flipkart_web,valid,2024-07-20 13:07:41,2024-07-20 13:07:41,etl_service,etl_service,46bdb27c-ed79-48cf-ac5e-4e7cfe20c625,BATCH_7106
f67617ac-1f36-4266-ac32-2640f7529644,385b0e38-34a2-4383-9ae2-d721ab1a3ce1,fe7efe9c-9ecf-40ca-bcc0-1892cd95b192,2024-08-03 22:01:08,1,328.72,328.72,placed,net_banking,flipkart_app,valid,2024-08-03 22:01:08,2024-08-03 22:01:08,etl_service,etl_service,463d0418-c1ac-4f06-9115-fb760bdb0b24,BATCH_4768
1e40c693-a904-44db-96c9-c840c428330b,500197bb-7220-47ee-86e9-e7e237929dcc,2de49701-7690-4d38-8c6f-b28d8c09c2e5,2024-07-31 17:10:35,1,3146.91,3146.91,delivered,cod,flipkart_web,valid,2024-07-31 17:10:35,2024-07-31 17:10:35,etl_service,etl_service,39397919-ad6e-4e6f-b868-6189cb4d180c,BATCH_1937
d371d101-72c2-48ec-b308-7e4cc0da91f3,12e98f0c-c165-4d30-a114-07c7aabf2673,858eb09d-2016-4bdd-bd9a-5a22f8494731,2022-04-26 15:53:33,5,2713.52,13567.6,cancelled,debit_card,flipkart_app,valid,2022-04-26 15:53:33,2022-04-26 15:53:33,etl_service,etl_service,21afcb69-4f8e-4853-a92b-74f79b4aab54,BATCH_4003
fffd1278-152b-4c35-8695-df74ea6d82c6,acff7397-4517-4250-bf04-58ebba4c7c23,6c3c6e52-b7b1-48c8-9f0b-886eba2c51dd,2022-01-16 21:07:56,1,5892.98,5892.98,placed,net_banking,flipkart_web,valid,2022-01-16 21:07:56,2022-01-16 21:07:56,etl_service,etl_service,e360f740-f6f2-4951-be41-c73fddab9e1d,BATCH_8786
5503822e-b61c-45d5-b1d0-534665fc0e99,51811627-b29b-4f5b-b803-d4fc46cf665b,3b07eee0-b6b9-488f-bfa9-75588f856f69,2022-07-16 09:28:03,2,792.23,1584.46,shipped,net_banking,flipkart_app,valid,2022-07-16 09:28:03,2022-07-16 09:28:03,etl_service,etl_service,b9198a8a-f638-499e-a7f9-52361b0cc4f3,BATCH_8088
7067e687-32d9-4dbe-b842-3d3363bd938c,ed0ea654-57ff-44d3-b825-e1b34a247b6e,3720ee85-3ff5-4bde-93ea-c8022aacd5ab,2022-09-04 11:38:00,4,1163.69,4654.76,delivered,debit_card,flipkart_web,duplicate,2022-09-04 11:38:00,2022-09-04 11:38:00,etl_service,etl_service,511dbfab-b62c-4a91-a5a6-0f87dee29bc0,BATCH_7972
0b15644d-be90-4061-b5a4-8fa3eb6d8ee6,82716836-1106-4373-960d-d12b13fa826f,5b6d275f-c2be-40e3-99be-26f9589e1eea,2019-08-03 09:25:41,3,9769.6,29308.8,delivered,wallet,flipkart_app,valid,2019-08-03 09:25:41,2019-08-03 09:25:41,etl_service,etl_service,f59f4efa-dfb8-45c1-a9c6-ab1ab92e1b4f,BATCH_9495
410fac12-467e-45ca-8c6d-4249e41dfc8c,6d479e7f-a4e1-4a25-b480-966ea15eac4b,aa495bf2-902f-4887-8f5d-4a48e3ff0633,2022-02-16 20:17:48,1,4112.0,4112.0,shipped,upi,flipkart_app,duplicate,2022-02-16 20:17:48,2022-02-16 20:17:48,etl_service,etl_service,98765781-0d78-42e9-965c-987d25992f0a,BATCH_8580
9a5a624c-2996-41f0-a61a-278b8a9f9c2e,5fdc79b7-a248-4b58-9ac2-12b0272dfd01,9eadf510-0920-4be0-976b-840c74234526,2021-09-06 00:55:09,1,853.69,853.69,delivered,upi,flipkart_web,valid,2021-09-06 00:55:09,2021-09-06 00:55:09,etl_service,etl_service,9e085733-c0ad-4e03-a9b7-90958427706a,BATCH_6727
c3bad2e3-4ab6-4307-a94c-f53c2f2b650d,fea51b5d-c3c6-4401-b213-00f05a827f8f,974c5d8d-422f-41c0-9cc3-75692d817b1b,2025-02-20 08:11:58,2,307.89,615.78,returned,cod,flipkart_web,valid,2025-02-20 08:11:58,2025-02-20 08:11:58,etl_service,etl_service,f2af89f4-0cc0-432c-bf00-acde40a1a4cf,BATCH_6506
4b98e4c3-1561-40cd-8fe2-98cfffeaee78,41c9bf24-60a2-4e87-b34b-9d3c72a250a4,fdb2555b-ab0e-4b3b-852f-23840fc7b333,2022-11-05 17:40:22,1,1174.5,1174.5,delivered,credit_card,flipkart_web,duplicate,2022-11-05 17:40:22,2022-11-05 17:40:22,etl_service,etl_service,cb75bb99-013d-4d0c-bc9b-b6567201d9e8,BATCH_4601
af26ebac-a28e-4b9b-b308-b3bc31cef49d,1d483217-0450-4939-855f-5a7e4458a1eb,3c101110-5764-4761-86fa-a0429c03a696,2025-07-07 14:50:47,5,1337.32,6686.6,returned,upi,flipkart_web,valid,2025-07-07 14:50:47,2025-07-07 14:50:47,etl_service,etl_service,600e1a38-f867-4708-99c9-86562b1bd060,BATCH_4889
15c9933e-0933-48f4-ad9b-e476e2118ba6,9865cd77-cf02-4a38-a870-a334e07b80d3,6c3c6e52-b7b1-48c8-9f0b-886eba2c51dd,2023-12-14 06:16:33,2,10116.65,20233.3,shipped,wallet,flipkart_app,valid,2023-12-14 06:16:33,2023-12-14 06:16:33,etl_service,etl_service,3e41d7c4-ad08-4ed5-998e-28428c546597,BATCH_7022
873d6417-8416-4b46-8891-cd3521d49b59,7803369e-ae11-4127-b931-3bed6fde83ca,5be26c3c-a26b-4845-8098-76ff8b5076b0,2019-08-17 13:53:07,2,3502.13,7004.26,delivered,cod,flipkart_web,valid,2019-08-17 13:53:07,2019-08-17 13:53:07,etl_service,etl_service,95375642-0c0a-40cd-a904-c2162c746fba,BATCH_2327
439704c5-6e98-4303-af9a-5cbc29f8a865,aab7776b-6db8-45ff-9ebe-8717e5480319,f9ebdc1e-12bb-4fa4-92a0-d997060c7e07,2024-09-06 21:54:43,3,1492.09,4476.27,delivered,upi,flipkart_app,valid,2024-09-06 21:54:43,2024-09-06 21:54:43,etl_service,etl_service,18f359ad-b781-434c-be20-4a998507f0c7,BATCH_5657
a59f9cad-51ce-49b2-ae1b-8dda6dec6862,5e16995f-3251-4239-a025-204370eb7339,998cd89d-6ae4-4902-93eb-03b7d3ca2304,2022-04-09 04:08:42,1,1365.91,1365.91,delivered,credit_card,flipkart_app,duplicate,2022-04-09 04:08:42,2022-04-09 04:08:42,etl_service,etl_service,a85ddd8e-84d3-4b63-ad23-00923bcb17cd,BATCH_9774
0e7e0f4a-9213-4526-8feb-e4f27beb6c47,13dda8b8-09bc-4f9d-875c-dfe189d2a2b3,bf358426-4e72-4c38-afcb-fa34b902eb99,2022-04-29 22:40:45,4,1620.34,6481.36,returned,wallet,flipkart_app,valid,2022-04-29 22:40:45,2022-04-29 22:40:45,etl_service,etl_service,8268cf41-3b83-49b7-84d0-8a46983e44ab,BATCH_8901
c34ee917-e4de-4419-9dac-6aaecc27789a,706d7c95-bc54-4fcf-8cc4-a0b143d3826c,588c0990-2a89-4546-be1c-b728337e9984,2021-03-31 22:57:38,1,14010.85,14010.85,delivered,credit_card,flipkart_web,valid,2021-03-31 22:57:38,2021-03-31 22:57:38,etl_service,etl_service,654d3b20-ea19-44c3-80e6-36bd7adce0b3,BATCH_1919
16b72fe5-a07b-4fdf-8965-b7b558654983,fe3434ce-06fd-4372-9f1e-67382e89254a,de2db77b-e660-4bb4-af63-12559fa9e69c,2022-02-20 02:50:03,2,1961.52,3923.04,shipped,debit_card,flipkart_web,valid,2022-02-20 02:50:03,2022-02-20 02:50:03,etl_service,etl_service,6edb3935-4577-4538-83fa-b6d0e412836f,BATCH_6302
011616ef-da96-4667-964b-a253ad537dcb,ff456b51-223e-4f13-abb0-ab72cdd046ba,1a1595e1-6fd0-47c3-9536-f8860ede010f,2022-09-06 12:02:59,2,737.3,1474.6,cancelled,upi,flipkart_app,valid,2022-09-06 12:02:59,2022-09-06 12:02:59,etl_service,etl_service,c75c8527-277b-451d-b55d-f27e57e9d94b,BATCH_7080
4bc9694d-3e25-4c72-b659-6490b5e6e383,48870174-3287-4912-80da-6e7bef3efe8d,f9ebdc1e-12bb-4fa4-92a0-d997060c7e07,2025-12-12 08:51:50,5,198.86,994.3,cancelled,debit_card,flipkart_web,valid,2025-12-12 08:51:50,2025-12-12 08:51:50,etl_service,etl_service,8164ef2a-663b-429b-a277-537c7b0d84d5,BATCH_6490
fa250578-2c5c-4e94-943d-5b5ea136096f,f017f0ee-f1a9-41b3-897f-561f30908075,921e9648-be4a-4096-849e-4aaf7bc2b25c,2022-06-16 12:14:05,2,2118.96,4237.92,cancelled,wallet,flipkart_web,valid,2022-06-16 12:14:05,2022-06-16 12:14:05,etl_service,etl_service,24055561-bbba-4416-bca1-72f4b6217cdf,BATCH_6274
b2c9e4e6-6190-40cc-aca1-5cf7ca0982e6,34d2a60d-acdf-4843-a631-ff3a26f32719,6239c7b5-364e-4676-bf14-26e4225e1c9b,2026-02-10 08:57:31,2,63035.49,126070.98,shipped,wallet,flipkart_app,valid,2026-02-10 08:57:31,2026-02-10 08:57:31,etl_service,etl_service,d051bea0-9a4b-412c-abfc-d29ee91c5270,BATCH_9750
9cf77900-ec75-40d2-a4e9-e8d0ffae2fc5,e1e8054a-d565-4b8c-97e9-d7cc3e2e1585,cfeb82b8-d2d1-49b3-8ad2-41e024a8f8f7,2022-08-18 07:16:34,1,192.83,192.83,shipped,wallet,flipkart_app,valid,2022-08-18 07:16:34,2022-08-18 07:16:34,etl_service,etl_service,c0f82837-df66-4b94-b7b8-aa0ecf10ffd3,BATCH_5583
e14c15ec-3650-476a-914d-27d83abf4c16,9129dd43-011c-491a-82d0-58bd8cb4df85,5a603d12-fa87-4c18-89ef-f51c48308288,2022-11-06 20:05:25,1,219.71,219.71,delivered,wallet,flipkart_app,valid,2022-11-06 20:05:25,2022-11-06 20:05:25,etl_service,etl_service,6bd7cc69-4432-4cea-9b32-450867b56dfa,BATCH_7817
edd018b5-2dc0-4a09-a8d7-b5fb0af43a40,4e034200-8742-40ef-9101-c5eb91b3fd0b,00d2f629-bf55-4820-aeb3-61ad03b3ce07,2020-03-10 19:02:25,2,7632.04,15264.08,delivered,net_banking,flipkart_app,valid,2020-03-10 19:02:25,2020-03-10 19:02:25,etl_service,etl_service,47728ee4-dc96-4ed6-9e5c-61889bd4328e,BATCH_9304
93862a5a-24f7-4fef-8f07-5c778d763930,9cddb359-9a69-4b4b-963f-c83dc94a6a89,7e909dda-8364-4b0a-90ac-b5907ba4062c,2025-05-22 00:24:30,2,2042.52,4085.04,returned,debit_card,flipkart_web,valid,2025-05-22 00:24:30,2025-05-22 00:24:30,etl_service,etl_service,12175258-2844-451e-9901-2d79fa78accf,BATCH_6903
9f6160a1-f08b-4d9c-831b-a0c6e1d2b33b,27df76d4-a156-4a7a-9eb9-8fae052521c2,fd064b9f-78a6-45d8-9df2-c638754bb724,2020-05-13 18:33:43,3,2777.15,8331.45,shipped,credit_card,flipkart_app,invalid,2020-05-13 18:33:43,2020-05-13 18:33:43,etl_service,etl_service,fa7d443e-aefc-47f2-aa25-cbe10a37287c,BATCH_6489
1238b3b2-2cf2-4124-bab5-e3f82d04fcd8,1d483217-0450-4939-855f-5a7e4458a1eb,9490204b-e6a1-43ba-94b9-85a0824129a7,2024-11-21 18:50:00,1,1278.72,1278.72,cancelled,upi,flipkart_app,duplicate,2024-11-21 18:50:00,2024-11-21 18:50:00,etl_service,etl_service,5d2d092a-3af1-4ffb-8d56-ab6fdf95afca,BATCH_2591
3f1a9fe3-e7a1-406c-9376-88aebd02aeef,706d7c95-bc54-4fcf-8cc4-a0b143d3826c,83be2ec7-f329-4d81-99fe-06b910ae78e2,2021-01-24 10:36:27,2,15358.1,30716.2,returned,debit_card,flipkart_web,invalid,2021-01-24 10:36:27,2021-01-24 10:36:27,etl_service,etl_service,165a32da-8af7-4738-a640-2cec33a7f9ff,BATCH_9173
d675ec7d-4b98-4003-bdc2-c755ed8bb258,d4d1a166-7b0a-4042-99fd-9c6303d0fbd3,eb4e5836-b040-424e-abf7-32359f0cb119,2023-05-04 18:32:59,3,7515.72,22547.16,shipped,upi,flipkart_web,invalid,2023-05-04 18:32:59,2023-05-04 18:32:59,etl_service,etl_service,4b8a1dc7-bbb0-4ef7-89bc-188a8bc26d06,BATCH_7806
ab5746a5-72fd-44e9-8cf9-84bab3361661,c0d50e81-cee9-4575-8477-b4b071b5db13,d354ffcf-5e0c-4f20-bad0-5bae5159be76,2019-07-05 10:29:06,1,8963.92,8963.92,delivered,debit_card,flipkart_app,valid,2019-07-05 10:29:06,2019-07-05 10:29:06,etl_service,etl_service,3220e9eb-377b-40c5-bd04-5d697baa9b23,BATCH_1629
2a575625-85db-4d90-a2ed-9eede5961a8c,88f3eff4-e755-421c-b38f-7a1b8161c014,92c8710b-40d4-4b56-9e0a-1451103785c5,2021-07-23 23:54:06,1,10416.41,10416.41,delivered,net_banking,flipkart_app,valid,2021-07-23 23:54:06,2021-07-23 23:54:06,etl_service,etl_service,3b1a0daf-4890-436c-93f0-434ccd6822da,BATCH_3936
4dedc479-37b7-49e4-975f-7803ed403ec1,c0d50e81-cee9-4575-8477-b4b071b5db13,1899f42d-a301-4fbf-8f42-1d5db4bf6191,2019-10-26 16:38:54,1,9709.58,9709.58,returned,upi,flipkart_app,duplicate,2019-10-26 16:38:54,2019-10-26 16:38:54,etl_service,etl_service,08acf5c3-544d-4ac2-a720-034088972acb,BATCH_3001
03de583e-30dd-47df-b9c8-326293ea3eda,56c77f50-efb7-4e52-87d3-a8f73e74c4be,ff7d7a42-dc49-4fd8-8df9-935ae8fff79e,2025-01-01 04:34:13,1,13578.58,13578.58,delivered,upi,flipkart_app,valid,2025-01-01 04:34:13,2025-01-01 04:34:13,etl_service,etl_service,b221b863-e2ed-4c57-b379-97b61532f3d3,BATCH_1983
930b018c-2ae0-4c95-bf78-6a0452fb12a3,04ba91be-9efc-4a9a-9e29-840aabd68fcc,99ba2833-d332-4dd6-886d-e8111c1f7381,2023-03-10 11:03:39,1,2629.73,2629.73,placed,debit_card,flipkart_app,invalid,2023-03-10 11:03:39,2023-03-10 11:03:39,etl_service,etl_service,471092a1-4813-43e6-a353-8d18e270afad,BATCH_9616
c35c8c38-6921-410c-9773-55541d19f21e,9d1cecb2-fa9f-46f4-89ba-35152e8b4b1f,bbf1de42-b292-4201-871d-7c13307d4be6,2026-09-27 03:06:59,2,3060.64,6121.28,cancelled,credit_card,flipkart_app,valid,2026-09-27 03:06:59,2026-09-27 03:06:59,etl_service,etl_service,01f4b7da-43e7-4b35-b815-a51bfc9cc56d,BATCH_4854
d31edec6-d15a-4416-ac33-b7601e4ffb63,9964dd9b-c545-437b-ab9b-cc0d1b8e0ac7,2d5e7d8e-5eb4-4113-b9a9-68eac87e5c92,2019-08-21 14:11:48,2,3090.91,6181.82,delivered,credit_card,flipkart_web,invalid,2019-08-21 14:11:48,2019-08-21 14:11:48,etl_service,etl_service,3bf7d8c5-86a4-4e6f-b6b3-5501b10bb160,BATCH_8142
5a60e423-08e8-462d-9d38-3aed96744972,45300ffc-40f7-446b-89a3-6af1f340397d,b1a5854d-9cf2-43a3-8625-2d7e96def2fd,2024-05-30 03:58:18,2,46341.88,92683.76,placed,cod,flipkart_web,duplicate,2024-05-30 03:58:18,2024-05-30 03:58:18,etl_service,etl_service,8b76c6a6-5149-482e-a782-fba468d9f161,BATCH_2368
45759b78-3c92-417f-a4fe-669153060174,32305d1d-27ff-430a-b1a3-ce761111c344,39571a2d-b8ec-4334-8e00-5f98c2e7ce7b,2020-12-06 03:06:49,3,3134.48,9403.44,cancelled,credit_card,flipkart_web,valid,2020-12-06 03:06:49,2020-12-06 03:06:49,etl_service,etl_service,50e16da8-9e0d-495b-8821-7860c55edb22,BATCH_1292
37b3d95d-be1d-424b-9733-9fe488ff43b9,64fb4822-b00f-48af-aeb0-9880163c57de,86a2dc2a-5109-4567-a0ee-644b673dc6f2,2026-08-24 12:20:57,2,235.08,470.16,shipped,wallet,flipkart_app,valid,2026-08-24 12:20:57,2026-08-24 12:20:57,etl_service,etl_service,3f2ec3f7-e3fd-4c9d-96f1-8d307b131696,BATCH_6868
5dd31e33-449f-4db3-ac64-01f1b417acb7,9cddb359-9a69-4b4b-963f-c83dc94a6a89,9446bf76-5121-4500-b96d-b4e93f6a91e1,2020-10-20 04:11:10,3,2206.8,6620.4,delivered,debit_card,flipkart_app,valid,2020-10-20 04:11:10,2020-10-20 04:11:10,etl_service,etl_service,a626f3d0-2e35-4b3c-9145-a93fbfc0f167,BATCH_2440
ce10df59-8998-43b1-95af-3b807c1f559c,ce4c2730-64a4-472e-bdfb-873ef705342c,f638dc65-4e0a-4d2e-91d5-a4c54266951a,2020-04-27 16:22:12,1,2131.53,2131.53,shipped,wallet,flipkart_web,valid,2020-04-27 16:22:12,2020-04-27 16:22:12,etl_service,etl_service,797e8746-921d-4feb-8af2-296ee0d88186,BATCH_9244
8cf07981-fba6-4664-bdec-4ec6e358b10a,7d5ad6f5-4209-46e0-bc99-8b7ad54c2d8d,59b509eb-61eb-4257-b665-93e16e772a33,2025-03-05 05:47:47,1,754.44,754.44,delivered,cod,flipkart_app,valid,2025-03-05 05:47:47,2025-03-05 05:47:47,etl_service,etl_service,0adc367b-704f-477b-8a34-ec28554d74d6,BATCH_7245
34036bc4-c20c-41fd-beef-39ab36761154,45904590-216e-44c6-ac55-418ef131da5e,bbf1de42-b292-4201-871d-7c13307d4be6,2026-09-30 23:37:08,1,76447.89,76447.89,cancelled,upi,flipkart_web,duplicate,2026-09-30 23:37:08,2026-09-30 23:37:08,etl_service,etl_service,c4b2a39e-7bbb-481e-bb6c-cd6ae9778735,BATCH_2595
fd44cd66-dd55-4356-afae-d474f6438f24,29968078-9ab4-408f-acc2-5c6b28214265,04d827c0-0e56-4212-8e8d-22901f42deeb,2019-12-10 11:36:03,1,8550.74,8550.74,shipped,upi,flipkart_web,duplicate,2019-12-10 11:36:03,2019-12-10 11:36:03,etl_service,etl_service,444a44e6-3934-4c06-9c93-0b904275d9b0,BATCH_9480
18b8119e-dbb1-486d-a5c2-093cf6c5576d,3784e4eb-c51a-401a-a509-e8a6a13a40db,e90df3a5-d1d7-4fd2-a901-17ec70035ee1,2023-09-27 14:47:45,1,614.93,614.93,delivered,credit_card,flipkart_web,invalid,2023-09-27 14:47:45,2023-09-27 14:47:45,etl_service,etl_service,befe8566-8eb5-44b7-8431-253a4227f49b,BATCH_1052
36d7bc08-0dd3-41a4-a659-ce5ad2fd8950,b50fb068-6073-42f8-b4a4-56992e711b21,9b2ebd42-ba71-41a1-a57a-00d8b71a3a89,2024-08-15 17:40:11,1,8331.85,8331.85,delivered,credit_card,flipkart_web,valid,2024-08-15 17:40:11,2024-08-15 17:40:11,etl_service,etl_service,be49ecc1-58e1-4038-8540-6aab2d7c001b,BATCH_5401
d2a260a1-549d-45ad-a23a-c408d24cb31c,b2ff9208-7f03-45b8-98b4-3de27a5cb7e7,39d62a3e-9d6e-4163-a477-3f2eb4830702,2023-01-07 22:48:17,2,762.7,1525.4,cancelled,wallet,flipkart_app,valid,2023-01-07 22:48:17,2023-01-07 22:48:17,etl_service,etl_service,69cc868a-4952-41d3-a8d4-5a98e6020b2f,BATCH_5265
7b388e1d-9d31-4d42-9eb0-5f32d5032034,c21d1c33-9439-476d-a3ee-d858d236af41,ccac9d0f-6133-47f6-86d1-ec8f066e1e4a,2024-10-19 05:04:31,5,1249.22,6246.1,shipped,upi,flipkart_web,valid,2024-10-19 05:04:31,2024-10-19 05:04:31,etl_service,etl_service,4cbd7699-8469-495b-a168-e9fc134d5658,BATCH_7298
5bbb98c3-b1d8-4eaf-a72b-5c1e9129606e,a89b11d1-c2d8-4476-9a18-90bc45e29d65,7aab63f8-b559-45bc-a1e3-c2c04b3567c5,2020-06-16 19:14:56,1,330.87,330.87,delivered,cod,flipkart_web,valid,2020-06-16 19:14:56,2020-06-16 19:14:56,etl_service,etl_service,1d5748d5-3c2b-4db9-9f86-ffbaef7c7fea,BATCH_5219
3f56787d-a870-41d4-9422-cfade78b3934,8b3c5841-db3e-4f30-affc-9fdb7bbf1b2e,4d514a6e-31d4-432c-ae1e-e3c6e3de626c,2020-09-10 10:11:49,2,15261.72,30523.44,delivered,cod,flipkart_web,valid,2020-09-10 10:11:49,2020-09-10 10:11:49,etl_service,etl_service,eb633ce2-46a7-4cba-b839-8b75eeb1ebb0,BATCH_9215
81905b84-6d36-43f5-b860-f4d28f428208,d56c2e06-2564-4a27-84fe-d3fd3d2defce,3493e482-afb0-4f9a-ae76-acf64334b6e6,2022-04-03 17:39:13,2,910.85,1821.7,returned,credit_card,flipkart_web,valid,2022-04-03 17:39:13,2022-04-03 17:39:13,etl_service,etl_service,da850d34-37da-48ae-9c7a-3ea0988cb4e7,BATCH_9287
d02f5dd2-d265-410d-8e29-b9d6da05d0bb,34d7b39e-5b94-4ddd-be6f-c404a0f00820,b4728d93-5439-494c-888b-6a4a7d5c2658,2026-05-24 07:22:00,4,339.85,1359.4,placed,wallet,flipkart_app,valid,2026-05-24 07:22:00,2026-05-24 07:22:00,etl_service,etl_service,618765ad-dd98-490f-a03b-641eb5a6f8c9,BATCH_5172
