transaction_id,order_id,customer_id,transaction_date,amount,payment_method,transaction_type,transaction_status,payment_gateway,gateway_reference_id,currency,source_system,dq_flag,dw_created_date,dw_modified_date,dw_created_by,dw_modified_by,run_id,batch_id
adf03f04-6c65-4683-b754-3b2b2821e453,7067e687-32d9-4dbe-b842-3d3363bd938c,3720ee85-3ff5-4bde-93ea-c8022aacd5ab,2022-09-04 11:38:39,4654.76,debit_card,payment,success,ccavenue,GWF4F3E7309D43,INR,flipkart_app,valid,2022-09-04 11:38:39,2022-09-04 11:38:39,etl_service,etl_service,529bb632-20ee-4caa-bf08-46366a2c7490,BATCH_8717
d4d693f9-2f19-4270-bfe7-dc82c71a06dc,7067e687-32d9-4dbe-b842-3d3363bd938c,3720ee85-3ff5-4bde-93ea-c8022aacd5ab,2022-09-07 01:46:27,-4654.76,debit_card,refund,success,ccavenue,GWE360A6FC500C,INR,flipkart_app,valid,2022-09-07 01:46:27,2022-09-07 01:46:27,etl_service,etl_service,88163532-634b-4752-a6a4-1cf85f03bd58,BATCH_4582
3c75d235-a921-4e63-99aa-c099896d09e6,0b15644d-be90-4061-b5a4-8fa3eb6d8ee6,5b6d275f-c2be-40e3-99be-26f9589e1eea,2019-08-03 09:26:11,29308.8,wallet,payment,success,razorpay,GWE714AA65E4B0,INR,flipkart_web,valid,2019-08-03 09:26:11,2019-08-03 09:26:11,etl_service,etl_service,93d2a45e-0a10-4321-9fc5-9c5dfb45d3f0,BATCH_8592
3579b8ec-c17f-484a-9d69-1af673742e1c,0b15644d-be90-4061-b5a4-8fa3eb6d8ee6,5b6d275f-c2be-40e3-99be-26f9589e1eea,2019-08-13 16:48:35,-29308.8,wallet,refund,success,razorpay,GW6BB4E6FB640F,INR,flipkart_web,valid,2019-08-13 16:48:35,2019-08-13 16:48:35,etl_service,etl_service,cb44af7b-1210-409e-ae75-0ad2c0c032b5,BATCH_4135
0ed0d2e1-edad-4764-b8ac-82e6c5808a3b,410fac12-467e-45ca-8c6d-4249e41dfc8c,aa495bf2-902f-4887-8f5d-4a48e3ff0633,2022-02-16 20:17:56,4112.0,upi,payment,success,stripe,GW666B2BFD8E7A,INR,flipkart_web,invalid,2022-02-16 20:17:56,2022-02-16 20:17:56,etl_service,etl_service,f3fb94c2-b51f-4efc-ac39-adf5297bd565,BATCH_3417
47c49928-11fc-4f1e-8355-809620b4d842,9a5a624c-2996-41f0-a61a-278b8a9f9c2e,9eadf510-0920-4be0-976b-840c74234526,2021-09-06 00:56:19,853.69,upi,payment,success,razorpay,GW101C9E496B7D,INR,flipkart_web,duplicate,2021-09-06 00:56:19,2021-09-06 00:56:19,etl_service,etl_service,9f251dfe-f850-4d61-b8be-01602896bbdc,BATCH_1384
3bf3010f-d28c-4791-ae5d-f74bbcaef05c,c3bad2e3-4ab6-4307-a94c-f53c2f2b650d,974c5d8d-422f-41c0-9cc3-75692d817b1b,2025-02-20 08:13:17,615.78,cod,payment,success,stripe,GWED2E9EA7D4CF,INR,flipkart_web,valid,2025-02-20 08:13:17,2025-02-20 08:13:17,etl_service,etl_service,ae6a64cf-ce05-4ffa-a6f4-c32784ef1f4b,BATCH_4006
481ad3e5-ca9f-4ff4-9500-db6aa19f08ec,4b98e4c3-1561-40cd-8fe2-98cfffeaee78,fdb2555b-ab0e-4b3b-852f-23840fc7b333,2022-11-05 17:44:36,681.55,credit_card,partial_payment,success,ccavenue,GWB58C4D69826D,INR,flipkart_web,duplicate,2022-11-05 17:44:36,2022-11-05 17:44:36,etl_service,etl_service,8e1a56f7-2745-41d5-bf54-59490c786784,BATCH_2763
3f7fe196-f512-4f1a-b122-c5bdfa38fa65,4b98e4c3-1561-40cd-8fe2-98cfffeaee78,fdb2555b-ab0e-4b3b-852f-23840fc7b333,2022-11-06 12:34:13,492.95,credit_card,partial_payment,success,ccavenue,GW95AEA9242DC6,INR,flipkart_web,invalid,2022-11-06 12:34:13,2022-11-06 12:34:13,etl_service,etl_service,8eda6f2f-5b4b-45fe-a552-72dce234c91d,BATCH_6299
828ced84-14f6-4368-959a-389499ca5587,af26ebac-a28e-4b9b-b308-b3bc31cef49d,3c101110-5764-4761-86fa-a0429c03a696,2025-07-07 14:53:41,6686.6,upi,payment,success,payu,GWA3FA2EEA3B8E,INR,flipkart_web,valid,2025-07-07 14:53:41,2025-07-07 14:53:41,etl_service,etl_service,ecd95535-5f9c-499e-835b-d70a1227b8a3,BATCH_6913
826692d0-dec3-4d08-84e7-7c7106f8f862,af26ebac-a28e-4b9b-b308-b3bc31cef49d,3c101110-5764-4761-86fa-a0429c03a696,2025-07-18 13:00:24,-6686.6,upi,refund,success,payu,GW122E898CAA3A,INR,flipkart_web,valid,2025-07-18 13:00:24,2025-07-18 13:00:24,etl_service,etl_service,e9b42c82-5def-43b9-9c55-f7260ad1a089,BATCH_6988
1a6f4138-4529-4706-8371-e2d9932877f1,15c9933e-0933-48f4-ad9b-e476e2118ba6,6c3c6e52-b7b1-48c8-9f0b-886eba2c51dd,2023-12-14 06:18:05,20233.3,wallet,payment,success,paytm,GWE3CA78842A8B,INR,flipkart_app,invalid,2023-12-14 06:18:05,2023-12-14 06:18:05,etl_service,etl_service,ab203d3a-2cdb-4024-9ce4-06e012fe4d00,BATCH_4412
ab50848d-3d72-49c1-b7a1-71e5f1044efb,873d6417-8416-4b46-8891-cd3521d49b59,5be26c3c-a26b-4845-8098-76ff8b5076b0,2019-08-17 13:54:08,7004.26,cod,payment,success,stripe,GW456A349B50F3,INR,flipkart_app,valid,2019-08-17 13:54:08,2019-08-17 13:54:08,etl_service,etl_service,aad89124-9d5d-4b58-9734-66d116eca47f,BATCH_6328
af429976-9a20-48c2-8d4b-ed29e54b23d2,439704c5-6e98-4303-af9a-5cbc29f8a865,f9ebdc1e-12bb-4fa4-92a0-d997060c7e07,2024-09-06 21:57:01,4476.27,upi,payment,success,paytm,GW513C4F3A760C,INR,flipkart_web,valid,2024-09-06 21:57:01,2024-09-06 21:57:01,etl_service,etl_service,bae582a0-f6c3-4277-b38c-95860ae74cf2,BATCH_3456
15ce8cd1-481c-43f5-b60d-516f4adf275b,a59f9cad-51ce-49b2-ae1b-8dda6dec6862,998cd89d-6ae4-4902-93eb-03b7d3ca2304,2022-04-09 04:10:39,1365.91,credit_card,payment,success,ccavenue,GWDC1AE31F451B,INR,flipkart_web,valid,2022-04-09 04:10:39,2022-04-09 04:10:39,etl_service,etl_service,bcc9ad3c-b890-4238-87ff-a5a6a3072ea8,BATCH_4471
addc0f29-d3f5-4dd8-ad70-95f270225a90,0e7e0f4a-9213-4526-8feb-e4f27beb6c47,bf358426-4e72-4c38-afcb-fa34b902eb99,2022-04-29 22:43:44,6481.36,wallet,payment,success,razorpay,GWCB7304BA6C04,INR,flipkart_web,valid,2022-04-29 22:43:44,2022-04-29 22:43:44,etl_service,etl_service,c7e48a96-710e-40f4-941b-4f03a0e33fb5,BATCH_4608
1abf989d-87d8-451c-a4d1-5ccac499ff0a,c34ee917-e4de-4419-9dac-6aaecc27789a,588c0990-2a89-4546-be1c-b728337e9984,2021-03-31 23:02:07,14010.85,credit_card,payment,success,payu,GWF9DA5ADD3C09,INR,flipkart_app,valid,2021-03-31 23:02:07,2021-03-31 23:02:07,etl_service,etl_service,2ef89f52-16d0-4d8e-98c6-51d3ff7496f2,BATCH_5268
1ab3c330-c1a4-444c-91a5-6ad625631adb,16b72fe5-a07b-4fdf-8965-b7b558654983,de2db77b-e660-4bb4-af63-12559fa9e69c,2022-02-20 02:54:54,3923.04,debit_card,payment,success,paytm,GW8BD52B167B41,INR,flipkart_app,invalid,2022-02-20 02:54:54,2022-02-20 02:54:54,etl_service,etl_service,8ec5b5ba-cda3-4b03-9ae9-d10e2bd534c3,BATCH_9066
524d10ff-8acc-424d-b01c-6dd0c2078427,16b72fe5-a07b-4fdf-8965-b7b558654983,de2db77b-e660-4bb4-af63-12559fa9e69c,2022-03-13 11:13:32,-3923.04,debit_card,chargeback,reversed,paytm,GWCD443DBC1954,INR,flipkart_app,valid,2022-03-13 11:13:32,2022-03-13 11:13:32,etl_service,etl_service,89e26a30-0906-490c-a2b4-221756acc06d,BATCH_3988
6c659607-0d4f-41c7-9161-23c7784894ba,011616ef-da96-4667-964b-a253ad537dcb,1a1595e1-6fd0-47c3-9536-f8860ede010f,2022-09-06 12:03:22,1474.6,upi,payment,success,paytm,GWB75A46837D12,INR,flipkart_app,valid,2022-09-06 12:03:22,2022-09-06 12:03:22,etl_service,etl_service,581efed5-666b-45d1-aab6-9bf2c5436e45,BATCH_8262
4f94c235-19a1-4126-8d08-e8bae4ae6028,011616ef-da96-4667-964b-a253ad537dcb,1a1595e1-6fd0-47c3-9536-f8860ede010f,2022-09-12 18:13:53,-1474.6,upi,refund,success,paytm,GW20A81088D22C,INR,flipkart_app,valid,2022-09-12 18:13:53,2022-09-12 18:13:53,etl_service,etl_service,cb2bdefd-166e-4756-b226-ec365fe2ef25,BATCH_5515
30b7adbf-064a-462c-a292-a455f3f60c16,4bc9694d-3e25-4c72-b659-6490b5e6e383,f9ebdc1e-12bb-4fa4-92a0-d997060c7e07,2025-12-12 08:56:07,994.3,debit_card,payment,success,paytm,GW8B7513FC3C3B,INR,flipkart_app,invalid,2025-12-12 08:56:07,2025-12-12 08:56:07,etl_service,etl_service,6771e755-aba3-4a5e-974c-888e8ad31c86,BATCH_8338
7d21c606-8b30-4e5c-baba-6e30e4995819,fa250578-2c5c-4e94-943d-5b5ea136096f,921e9648-be4a-4096-849e-4aaf7bc2b25c,2022-06-16 12:15:44,4237.92,wallet,payment,failed,payu,GWFF142522DDD8,INR,flipkart_web,valid,2022-06-16 12:15:44,2022-06-16 12:15:44,etl_service,etl_service,7282ba5b-4b70-4107-8d20-8d784d9d56e6,BATCH_2682
212fa10a-4207-4b03-ab83-5d4fc2cb9268,fa250578-2c5c-4e94-943d-5b5ea136096f,921e9648-be4a-4096-849e-4aaf7bc2b25c,2022-06-16 12:19:55,4237.92,wallet,payment,success,payu,GW4C2713C7E2F2,INR,flipkart_web,invalid,2022-06-16 12:19:55,2022-06-16 12:19:55,etl_service,etl_service,fd79af94-01c9-4052-be55-63dfdb71ab5e,BATCH_9821
0fc2d9ae-6df3-4774-b895-96728c2cf4de,b2c9e4e6-6190-40cc-aca1-5cf7ca0982e6,6239c7b5-364e-4676-bf14-26e4225e1c9b,2026-02-10 09:01:28,126070.98,wallet,payment,success,stripe,GWC43E64B30A62,INR,flipkart_web,duplicate,2026-02-10 09:01:28,2026-02-10 09:01:28,etl_service,etl_service,a206aeeb-62e2-4eb0-b9e6-6fc943c76ed6,BATCH_3889
bcf99804-5c14-4a9f-a723-9490c23cf1cc,9cf77900-ec75-40d2-a4e9-e8d0ffae2fc5,cfeb82b8-d2d1-49b3-8ad2-41e024a8f8f7,2022-08-18 07:19:20,192.83,wallet,payment,success,stripe,GW9ABA4F8ED3D2,INR,flipkart_web,valid,2022-08-18 07:19:20,2022-08-18 07:19:20,etl_service,etl_service,97470647-e197-4520-84df-25c436a52ae1,BATCH_5960
53f65d0b-3f80-4de3-a7f2-4d4f0e2a06f7,e14c15ec-3650-476a-914d-27d83abf4c16,5a603d12-fa87-4c18-89ef-f51c48308288,2022-11-06 20:05:56,219.71,wallet,payment,success,payu,GWDEA19966A38B,INR,flipkart_app,valid,2022-11-06 20:05:56,2022-11-06 20:05:56,etl_service,etl_service,b1ad5422-d5fe-4fff-82c2-0e97f549ff0e,BATCH_3988
8498b0c8-8811-4335-9bf8-3ac511854927,edd018b5-2dc0-4a09-a8d7-b5fb0af43a40,00d2f629-bf55-4820-aeb3-61ad03b3ce07,2020-03-10 19:05:21,15264.08,net_banking,payment,success,ccavenue,GWE62B30805D4B,INR,flipkart_app,valid,2020-03-10 19:05:21,2020-03-10 19:05:21,etl_service,etl_service,579ea5e8-44fb-42c5-86f2-cb2154e8c3d0,BATCH_2108
ef24e37a-c21c-4765-975e-13d08bb0df7e,93862a5a-24f7-4fef-8f07-5c778d763930,7e909dda-8364-4b0a-90ac-b5907ba4062c,2025-05-22 00:27:35,4085.04,debit_card,payment,success,paytm,GW5A4C5DF431D2,INR,flipkart_web,valid,2025-05-22 00:27:35,2025-05-22 00:27:35,etl_service,etl_service,7f47221e-e218-4477-a2e5-b726f164f11a,BATCH_4303
fdbf6177-6a03-4a0e-bafe-67b658f0796f,9f6160a1-f08b-4d9c-831b-a0c6e1d2b33b,fd064b9f-78a6-45d8-9df2-c638754bb724,2020-05-13 18:35:06,8331.45,credit_card,payment,success,paytm,GW41B2A3C2E8F7,INR,flipkart_app,valid,2020-05-13 18:35:06,2020-05-13 18:35:06,etl_service,etl_service,e5f83c70-f570-472c-adf2-76855963cd9a,BATCH_1517
a925becf-0cb8-4c6d-b6d9-82f38334e217,1238b3b2-2cf2-4124-bab5-e3f82d04fcd8,9490204b-e6a1-43ba-94b9-85a0824129a7,2024-11-21 18:51:51,1278.72,upi,payment,success,stripe,GW36B05F1FEFD9,INR,flipkart_web,invalid,2024-11-21 18:51:51,2024-11-21 18:51:51,etl_service,etl_service,c8b77fe7-64a1-4a5b-b7b6-5b68a28cc157,BATCH_3256
6564413f-79f8-41e1-9928-e33098b14158,1238b3b2-2cf2-4124-bab5-e3f82d04fcd8,9490204b-e6a1-43ba-94b9-85a0824129a7,2024-12-01 22:42:49,-1278.72,upi,chargeback,reversed,stripe,GWF3E7B3029D35,INR,flipkart_web,valid,2024-12-01 22:42:49,2024-12-01 22:42:49,etl_service,etl_service,c892890b-4e82-4c36-ba66-5675bc54b58c,BATCH_5008
426c3410-3593-4efe-9399-752f7eb78e09,3f1a9fe3-e7a1-406c-9376-88aebd02aeef,83be2ec7-f329-4d81-99fe-06b910ae78e2,2021-01-24 10:40:09,30716.2,debit_card,payment,success,payu,GW29F06E6C6813,INR,flipkart_app,valid,2021-01-24 10:40:09,2021-01-24 10:40:09,etl_service,etl_service,7fd351e2-9223-4432-9ed2-448e11f8f092,BATCH_1033
ce8ab292-0f06-4ffc-a2d2-69f93f7023f6,d675ec7d-4b98-4003-bdc2-c755ed8bb258,eb4e5836-b040-424e-abf7-32359f0cb119,2023-05-04 18:37:45,22547.16,upi,payment,success,ccavenue,GWE74B8BA63037,INR,flipkart_web,valid,2023-05-04 18:37:45,2023-05-04 18:37:45,etl_service,etl_service,ceaee963-8778-47b9-bb39-afad0b617deb,BATCH_9165
599483af-91c4-4493-a3a9-7c81b0bec700,ab5746a5-72fd-44e9-8cf9-84bab3361661,d354ffcf-5e0c-4f20-bad0-5bae5159be76,2019-07-05 10:32:45,8963.92,debit_card,payment,success,stripe,GW5B5BC586FF00,INR,flipkart_app,valid,2019-07-05 10:32:45,2019-07-05 10:32:45,etl_service,etl_service,ad75f673-f357-461e-a116-781b4a2b34a1,BATCH_5236
6986e157-3296-4467-a8f2-cd1dbff2a881,2a575625-85db-4d90-a2ed-9eede5961a8c,92c8710b-40d4-4b56-9e0a-1451103785c5,2021-07-23 23:57:22,10416.41,net_banking,payment,success,payu,GW9FCE3E50B2CC,INR,flipkart_web,invalid,2021-07-23 23:57:22,2021-07-23 23:57:22,etl_service,etl_service,4d3dbac8-7b9c-4f5a-a9e9-ebbd6a9b44a6,BATCH_5433
abbfc04c-b06c-4144-86ba-04eb706bf4a4,2a575625-85db-4d90-a2ed-9eede5961a8c,92c8710b-40d4-4b56-9e0a-1451103785c5,2021-07-30 14:30:39,-10416.41,net_banking,refund,success,payu,GW8982EF78B1C0,INR,flipkart_web,valid,2021-07-30 14:30:39,2021-07-30 14:30:39,etl_service,etl_service,44efb66e-21da-4a26-b603-b68b87077c71,BATCH_5573
08dac8dd-e378-442a-a459-a67adfe60a2d,4dedc479-37b7-49e4-975f-7803ed403ec1,1899f42d-a301-4fbf-8f42-1d5db4bf6191,2019-10-26 16:42:58,9709.58,upi,payment,success,ccavenue,GWE5A3163AA2B0,INR,flipkart_app,invalid,2019-10-26 16:42:58,2019-10-26 16:42:58,etl_service,etl_service,9d31a31d-f52e-49f0-81f8-9b2ade30567c,BATCH_3977
a9698d5d-65a5-4105-9bfa-0e58f9294b62,03de583e-30dd-47df-b9c8-326293ea3eda,ff7d7a42-dc49-4fd8-8df9-935ae8fff79e,2025-01-01 04:38:23,13578.58,upi,payment,success,ccavenue,GW07BBD853B22E,INR,flipkart_web,duplicate,2025-01-01 04:38:23,2025-01-01 04:38:23,etl_service,etl_service,b8b453ee-d3e6-4e54-9eed-abdf49da71fa,BATCH_6448
e4aa696e-14bb-4b0e-abff-1c98f9e5eb0e,03de583e-30dd-47df-b9c8-326293ea3eda,ff7d7a42-dc49-4fd8-8df9-935ae8fff79e,2025-01-26 22:01:40,-13578.58,upi,chargeback,reversed,ccavenue,GW083D28676A26,INR,flipkart_web,valid,2025-01-26 22:01:40,2025-01-26 22:01:40,etl_service,etl_service,bd7c98b7-427e-4afb-b066-1a342fc002d2,BATCH_1809
a87c52b3-fe29-49ef-9af2-8c182fe34233,930b018c-2ae0-4c95-bf78-6a0452fb12a3,99ba2833-d332-4dd6-886d-e8111c1f7381,2023-03-10 11:04:10,2629.73,debit_card,payment,failed,stripe,GW380FE1571CA5,INR,flipkart_web,valid,2023-03-10 11:04:10,2023-03-10 11:04:10,etl_service,etl_service,a81e5840-e560-46cf-9669-ed1d8087e339,BATCH_5562
